task_id,variation_id,search_phrase,top_10,target_id,score
8,3," ""Disappointed with flimsy sunglasses, seeking quality metal-frame, UV-protected ones.""","['B09258136M', 'B01MYN37W1', 'B086ZLDFVJ', 'B001OQWL7O', 'B09VCJ2WR6', 'B0BG3ZSGS2', 'B07Q1JKZG9', 'B09HLFFB18', 'B0BTBSPW3X', 'B004ESUCJS']",B0BTBSPW3X,0.19999999999999996
8,4," ""Stylish, sturdy metal-frame sunglasses, high ratings, UV protection""","['B01MYN37W1', 'B086ZLDFVJ', 'B092DY7HRK', 'B09258136M', 'B015TPR44A', 'B078PZMX5H', 'B01L0AUDG4', 'B0B361BTZZ', 'B0936G9V3D', 'B07CVFT1CP']",B0BTBSPW3X,0.0
8,5," ""Highly-rated, quality metal-frame round sunglasses with UV protection""","['B0C4682SHT', 'B07Q1JKZG9', 'B0BTBSPW3X', 'B0BG3ZSGS2', 'B07DHF9B9G', 'B078SF1ZPW', 'B0B31R6CTB', 'B06WLLJSN7', 'B095MKR5PT', 'B07QQPRXZ9']",B0BTBSPW3X,0.8
8,6," ""Highly-rated, quality metal-frame round sunglasses with UV protection""","['B0C4682SHT', 'B07Q1JKZG9', 'B0BTBSPW3X', 'B0BG3ZSGS2', 'B07DHF9B9G', 'B078SF1ZPW', 'B0B31R6CTB', 'B06WLLJSN7', 'B095MKR5PT', 'B07QQPRXZ9']",B0BTBSPW3X,0.8
8,7," ""Quality metal-frame sunglasses, UV protection, high ratings""","['B01MYN37W1', 'B0BG3ZSGS2', 'B086ZLDFVJ', 'B07Q1JKZG9', 'B09258136M', 'B0BTBSPW3X', 'B097RBJQX8', 'B073WSSTF1', 'B0C3NZ7NDF', 'B09HLFFB18']",B0BTBSPW3X,0.5
8,8," ""Highly-rated, stylish metal frame sunglasses with UV protection""","['B01MYN37W1', 'B0C1ZT8CC4', 'B086ZLDFVJ', 'B015TPR44A', 'B095MKR5PT', 'B09258136M', 'B0936G9V3D', 'B06WLLJSN7', 'B08MT6DZ14', 'B0C4682SHT']",B0BTBSPW3X,0.0
8,9," ""Highly-rated, metal frame sunglasses, UV protection""","['B095MKR5PT', 'B0C4682SHT', 'B09XPWGF3W', 'B01MYN37W1', 'B0C1ZT8CC4', 'B07HWS68BX', 'B07DHF9B9G', 'B012ALWOAA', 'B086ZLDFVJ', 'B001OQWL7O']",B0BTBSPW3X,0.0
9,0," ""Highly-rated, multi-pack stretchy knee socks""","['B07CXJFHSF', 'B075MTJPBJ', 'B09QZQKD4F', 'B0762JKH3G', 'B0BV153TB3', 'B07X4BBFS2', 'B08L2DMM5M', 'B08L2D4V57', 'B089Y6W4Z6', 'B07M5VNTH6']",B07X4BBFS2,0.5
9,1," ""High-quality, stretchy socks with excellent stay-up power, multi-pack""","['B07CXJFHSF', 'B075MTJPBJ', 'B089Y6W4Z6', 'B09R7M6N49', 'B07X4BBFS2', 'B0B4JK43ZP', 'B09QZQKD4F', 'B08HR9GG1P', 'B0B8331QN6', 'B0C5RLJDSF']",B07X4BBFS2,0.6
9,2," ""Highly-rated, stretchy, comfy knee-high socks, multi-pack""","['B075MTJPBJ', 'B089Y6W4Z6', 'B07CXJFHSF', 'B0BV153TB3', 'B09QZQKD4F', 'B0762JKH3G', 'B0B124NDF9', 'B07X4BBFS2', 'B09R7M6N49', 'B08L2DMM5M']",B07X4BBFS2,0.30000000000000004
9,3," ""Highly-rated, comfy multi-pack knee socks, excellent stay-up power""","['B089Y6W4Z6', 'B07CXJFHSF', 'B075MTJPBJ', 'B07HJVXBT2', 'B09R7M6N49', 'B00DVFWF40', 'B09QZQKD4F', 'B07SRR6FKX', 'B017WXPQZ6', 'B0BMV9MKBQ']",B07X4BBFS2,0.0
9,4," ""Highly-rated, multi-pack stretch socks, great stay-up power""","['B07CXJFHSF', 'B09R7M6N49', 'B01D8HQVR2', 'B075MTJPBJ', 'B0BXJ9K75N', 'B00GJ8DOGE', 'B0C3F7GVTY', 'B09QZQKD4F', 'B07D1GD8RK', 'B07DN7GYL5']",B07X4BBFS2,0.0
9,5," ""Highly-rated, comfy knee socks with stay-up power, multiple packs""","['B07CXJFHSF', 'B075MTJPBJ', 'B089Y6W4Z6', 'B00DVFWF40', 'B09QZQKD4F', 'B017WXPQZ6', 'B09R7M6N49', 'B08XVRZB7N', 'B01DAW25O8', 'B0BV153TB3']",B07X4BBFS2,0.0
9,6," ""Highly rated, comfy, stretchy socks with great stay-up power""","['B09R7M6N49', 'B075MTJPBJ', 'B07CXJFHSF', 'B089Y6W4Z6', 'B08929BWK5', 'B07X4BBFS2', 'B07Q8SGN2B', 'B07HNXZG3M', 'B083GWCWLW', 'B09QZQKD4F']",B07X4BBFS2,0.5
9,7," ""Highly-rated, comfy socks with great stay-up power, multi-pack""","['B07HJVXBT2', 'B09R7M6N49', 'B075MTJPBJ', 'B09Q59VT3Q', 'B08XVRZB7N', 'B089Y6W4Z6', 'B07CXJFHSF', 'B07D1GD8RK', 'B07Q8SGN2B', 'B07DN7GYL5']",B07X4BBFS2,0.0
9,8," ""Top-rated, comfy stretch socks with stay-up power, multi-pack deal!""","['B075MTJPBJ', 'B07Q8SGN2B', 'B099N6H4VP', 'B09R7M6N49', 'B01D8HQVR2', 'B00GJ8DOGE', 'B07HJVXBT2', 'B07Z45T3F4', 'B01FVYXY3O', 'B09QZQKD4F']",B07X4BBFS2,0.0
9,9," ""Highly-rated, durable multi-pack stretchy socks""","['B0B8331QN6', 'B075MTJPBJ', 'B07CXJFHSF', 'B07SZDXRX1', 'B09R7M6N49', 'B0BZS11XKL', 'B07SX26VDN', 'B0C5RLJDSF', 'B0C6HGW455', 'B07SMY8G8K']",B07X4BBFS2,0.0
